Generation,PID,Epoch,Training Loss,Validation Loss,Best Loss(Generation), Accuracy,StopCount,Runtime
8,9,13,0.10936386,0.10750761,0.10750761,0.809,   2/  3,4.53539658
8,9,14,0.10798099,0.11049032,0.10750761,0.7982,   3/  3,4.56593561
9,0,0,0.3077865,0.22679618,0.22679618,0.4707,   0/  3,4.03289223
9,0,1,0.2151371,0.20970522,0.20970522,0.5051,   0/  3,4.0721159
9,0,2,0.20160456,0.19077054,0.19077054,0.5512,   0/  3,4.0696013
9,0,3,0.18811126,0.18474551,0.18474551,0.5584,   0/  3,4.07638168
9,0,4,0.18536469,0.18381905,0.18381905,0.5692,   0/  3,4.07401276
9,0,5,0.18381739,0.18481185,0.18381905,0.5707,   1/  3,4.0700202
9,0,6,0.18290899,0.18886549,0.18381905,0.541,   2/  3,4.07083249
9,0,7,0.18252104,0.18669794,0.18381905,0.564,   3/  3,4.07326317
9,1,0,0.18473334,0.13712563,0.13712563,0.6959,   0/  3,3.98051143
9,1,1,0.12556654,0.11050211,0.11050211,0.764,   0/  3,4.00070357
9,1,2,0.10529791,0.09457597,0.09457597,0.8119,   0/  3,3.99478889
9,1,3,0.09409128,0.09179232,0.09179232,0.8258,   0/  3,3.99515176
9,1,4,0.08905666,0.08614195,0.08614195,0.8503,   0/  3,3.99966693
9,1,5,0.08491075,0.08751401,0.08614195,0.8488,   1/  3,3.99923801
9,1,6,0.08170489,0.07992465,0.07992465,0.8645,   1/  3,3.99510098
9,1,7,0.07954834,0.07980209,0.07980209,0.8667,   1/  3,3.9964292
9,1,8,0.07779887,0.08473034,0.07980209,0.8596,   2/  3,4.01709056
9,1,9,0.07626333,0.07814208,0.07814208,0.8751,   2/  3,4.04556584
9,1,10,0.0755813,0.07638174,0.07638174,0.8768,   2/  3,4.09015369
9,1,11,0.07452885,0.07539178,0.07539178,0.8802,   2/  3,4.11589813
9,1,12,0.07328152,0.07617789,0.07539178,0.8812,   3/  3,4.18688011
9,2,0,0.18373663,0.13660715,0.13660715,0.76,   0/  3,3.99408197
9,2,1,0.13604395,0.12065722,0.12065722,0.7917,   0/  3,4.0222919
9,2,2,0.12301929,0.11655707,0.11655707,0.7851,   0/  3,4.02576065
9,2,3,0.11798709,0.11314758,0.11314758,0.8,   0/  3,4.02165318
9,2,4,0.11475087,0.11381726,0.11314758,0.7884,   1/  3,4.0267179
9,2,5,0.11318854,0.10917728,0.10917728,0.8092,   1/  3,4.03290772
9,2,6,0.11124654,0.11522549,0.10917728,0.7918,   2/  3,4.0276835
9,2,7,0.10949043,0.10610746,0.10610746,0.8094,   2/  3,4.03113103
9,2,8,0.10843443,0.10710861,0.10610746,0.8088,   3/  3,4.04673314
9,3,0,0.23076459,0.17537531,0.17537531,0.6268,   0/  3,4.03049231
9,3,1,0.16326387,0.1488646,0.1488646,0.6942,   0/  3,4.05951023
9,3,2,0.14680549,0.14002366,0.14002366,0.7017,   0/  3,4.06434488
9,3,3,0.14247006,0.14220629,0.14002366,0.7088,   1/  3,4.06754112
9,3,4,0.13958295,0.13585025,0.13585025,0.7104,   1/  3,4.06480122
9,3,5,0.13886403,0.136976,0.13585025,0.7247,   2/  3,4.06362152
9,3,6,0.13749648,0.13958803,0.13585025,0.7228,   3/  3,4.0637753
9,4,0,0.22044118,0.17341048,0.17341048,0.5872,   0/  3,4.01369858
9,4,1,0.16037535,0.14814226,0.14814226,0.7127,   0/  3,4.03665876
9,4,2,0.14197772,0.132908,0.132908,0.7473,   0/  3,4.04291558
9,4,3,0.13559525,0.13169932,0.13169932,0.7492,   0/  3,4.0383954
9,4,4,0.13102472,0.12423451,0.12423451,0.7785,   0/  3,4.03759933
9,4,5,0.12505207,0.12104114,0.12104114,0.7808,   0/  3,4.03701019
9,4,6,0.12258493,0.12140542,0.12104114,0.7699,   1/  3,4.0344367
9,4,7,0.12144639,0.11918102,0.11918102,0.7852,   1/  3,4.03285313
9,4,8,0.12016082,0.11748171,0.11748171,0.7966,   1/  3,4.04852867
9,4,9,0.11881177,0.12055231,0.11748171,0.7819,   2/  3,4.09676576
9,4,10,0.11725547,0.11599982,0.11599982,0.7962,   2/  3,4.17190242
9,4,11,0.11705245,0.11737829,0.11599982,0.7982,   3/  3,4.19334221
9,5,0,0.21486491,0.15227073,0.15227073,0.7102,   0/  3,4.00630307
9,5,1,0.14765107,0.14018284,0.14018284,0.7613,   0/  3,4.05309677
9,5,2,0.13716429,0.13226036,0.13226036,0.7559,   0/  3,4.05969858
9,5,3,0.12913912,0.12603817,0.12603817,0.7727,   0/  3,4.0596652
9,5,4,0.12714383,0.12835114,0.12603817,0.7669,   1/  3,4.05589175
9,5,5,0.12545527,0.12290835,0.12290835,0.7769,   1/  3,4.06453657
9,5,6,0.12446241,0.12107822,0.12107822,0.7799,   1/  3,4.05723834
9,5,7,0.12337711,0.12476692,0.12107822,0.7691,   2/  3,4.05809879
9,5,8,0.12322366,0.12222708,0.12107822,0.7811,   3/  3,4.08279657
9,6,0,0.25452553,0.18467298,0.18467298,0.5661,   0/  3,4.01871657
9,6,1,0.17000971,0.15127483,0.15127483,0.6613,   0/  3,4.05101919
9,6,2,0.14828214,0.14335107,0.14335107,0.6899,   0/  3,4.04221344
9,6,3,0.14330994,0.14381892,0.14335107,0.6847,   1/  3,4.03949571
9,6,4,0.14092539,0.1383432,0.1383432,0.6977,   1/  3,4.04182458
